date,city,county,state,postal,lat,long,fips,candidate,event-type,notes,biden-total-visits-city,biden-total-visits-county,biden-total-visits-state,trump-total-visits-city,trump-total-visits-county,trump-total-visits-state,total-state-visits,total-county-visits,total-city-visits,biden-date,trump-date,city-visits-status,county-text,reg-voters,reg-voters-as-of-date
10/20/24,Lancaster,Lancaster,Pennsylvania,PA,40.0399681,-76.3416343,42071,Trump,Campaign,Trump town hall,1,1,43,1,2,37,80,3,2,9/4/24,10/20/24,Both,Lancaster County,"348,110",April 23
10/20/24,Waukesha,Waukesha,Wisconsin,WI,42.9987326,-88.3217568,55133,Vance,Campaign,Vance event,1,2,29,2,2,21,50,4,3,10/28/24,10/20/24,Both,Waukesha County,"278,069",August 13
10/20/24,Stonecrest,DeKalb,Georgia,GA,33.6863526,-84.2204474,13089,Harris,Campaign,Souls to the polls event at New Birth Missionary Baptist Church,1,2,14,0,0,12,26,2,1,10/20/24,,Harris,DeKalb County,"535,240",May 21
10/20/24,Jonesboro,Clayton,Georgia,GA,33.5225666,-84.376306,13063,Harris,Campaign,Souls to the polls event at Divine Faith Ministries International,1,1,14,0,0,12,26,1,1,10/20/24,,Harris,Clayton County,"192,981",May 21
10/21/24,Malvern,Chester,Pennsylvania,PA,40.0327535,-75.5254402,42029,Harris,Campaign,Harris event,1,1,43,0,0,37,80,1,1,10/21/24,,Harris,Chester County,"380,804",April 23
10/21/24,Royal Oak,Oakland,Michigan,MI,42.5073003,-83.1987576,26125,Harris,Campaign,Harris event,1,4,30,0,4,33,63,8,1,10/21/24,,Harris,Oakland County,"1,055,158",August 6
10/21/24,Brookfield,Waukesha,Wisconsin,WI,43.0612582,-88.1672083,55133,Harris,Campaign,Harris event,1,2,29,0,2,21,50,4,1,10/21/24,,Harris,Waukesha County,"278,069",August 13
10/21/24,Greenville,Pitt,North Carolina,NC,35.6030443,-77.459927,37147,Trump,Campaign,Trump event,2,2,21,1,1,24,45,3,3,10/24/24,10/21/24,Both,Pitt County,"122,432",May 14
10/21/24,Concord,Cabarrus,North Carolina,NC,35.3940755,-80.7110507,37025,Trump,Campaign,Trump meets with faith leaders,0,0,21,1,1,24,45,1,1,,10/21/24,Trump,Cabarrus County,"155,719",May 14
10/22/24,Madison,Dane,Wisconsin,WI,43.0827,-89.3923,55025,Walz,Campaign,Walz rally with former President Barack Obama,5,5,29,0,1,21,50,6,5,10/30/24,,Walz,Dane County,"375,054",April 2
10/22/24,Racine,Racine,Wisconsin,WI,42.7083839,-87.9164651,55101,Walz,Campaign,Walz event,2,2,29,2,2,21,50,4,4,10/22/24,10/28/24,Both,Racine County,"109,137",August 13
10/22/24,Doral,Miami-Dade,Florida,FL,25.809793,-80.3460198,12025,Trump,Campaign,Roundtable with Latino voters,0,0,1,2,3,6,7,3,2,,10/22/24,Trump,Miami-Dade County,"1,442,196",March 19
10/22/24,Greensboro,Guilford,North Carolina,NC,36.1002311,-79.9159503,37081,Trump,Campaign,Trump event,2,2,21,3,4,24,45,6,5,10/30/24,11/2/24,Both,Guilford County,"377,994",May 14
10/22/24,Peoria,Maricopa,Arizona,AZ,33.7531779,-112.4898657,04013,Vance,Campaign,Vance event,0,10,15,1,8,12,27,18,1,,10/22/24,Vance,Maricopa County,"2,934,306",July 30
10/22/24,Tucson,Pima,Arizona,AZ,32.1558028,-111.0489548,04019,Vance,Campaign,Vance rally,2,2,15,2,2,12,27,4,4,11/2/24,10/22/24,Both,Pima County,"708,092",July 30
10/23/24,Zebulon,Pike,Georgia,GA,33.0918367,-84.362817,13231,Trump,Campaign,Trump event,0,0,14,1,1,12,26,1,1,,10/23/24,Trump,Pike County,"15,249",May 21
10/23/24,Duluth,Gwinnett,Georgia,GA,34.0002042,-84.1796651,13135,Trump,Campaign,Trump Turning Point PAC event,0,0,14,1,1,12,26,1,1,,10/23/24,Trump,Gwinnett County,"593,502",May 21
10/23/24,Las Vegas,Clark,Nevada,NV,36.2333,-115.2654,32003,Vance,Campaign,Vance event,8,9,13,6,9,12,25,18,14,11/2/24,11/2/24,Both,Clark County,"1,676,870",June 11
10/23/24,Reno,Washoe,Nevada,NV,39.5497,-119.8483,32031,Vance,Campaign,Vance rally,4,4,13,3,3,12,25,7,7,10/31/24,10/23/24,Both,Washoe County,"378,608",June 11
10/23/24,Aston,Delaware,Pennsylvania,PA,39.8623275,-75.4324382,42045,Harris,Campaign,Harris CNN town hall,1,1,43,1,2,37,80,3,2,10/23/24,11/3/24,Both,Delaware County,"407,742",April 23
10/24/24,Durham,Durham,North Carolina,NC,36.0019915,-79.0500608,37063,Walz,Campaign,Walz event,2,2,21,0,0,24,45,2,2,10/24/24,,Walz,Durham County,"236,153",May 14
10/24/24,Greenville,Pitt,North Carolina,NC,35.6030443,-77.459927,37147,Walz,Campaign,Walz event,2,2,21,1,1,24,45,3,3,10/24/24,10/21/24,Both,Pitt County,"122,432",May 14
10/24/24,Wilmington,New Hanover,North Carolina,NC,34.2157586,-77.9538195,37129,Walz,Campaign,Walz event,2,2,21,2,2,24,45,4,4,10/24/24,10/16/24,Both,New Hanover County,"181,321",May 14
10/24/24,Las Vegas,Clark,Nevada,NV,36.2333,-115.2654,32003,Trump,Campaign,Trump Turning Point event,8,9,13,6,9,12,25,18,14,11/2/24,11/2/24,Both,Clark County,"1,676,870",June 11
10/24/24,Waterford Township,Oakland,Michigan,MI,42.6586696,-83.4269664,26125,Vance,Campaign,Vance event,1,4,30,1,4,33,63,8,2,10/18/24,10/24/24,Both,Oakland County,"1,055,158",August 6
10/25/24,Houston,Harris,Texas,TX,29.7879096,-95.4658565,48201,Harris,Campaign,Harris event,3,3,3,0,0,2,5,3,3,10/25/24,,Harris,Harris County,"2,604,124",March 5
10/25/24,Philadelphia,Philadelphia,Pennsylvania,PA,40.0077,-75.1339,42101,Walz,Campaign,Walz event,8,8,43,3,3,37,80,11,11,11/4/24,9/10/24,Both,Philadelphia County,"1,035,648",April 23
10/25/24,Allentown,Lehigh,Pennsylvania,PA,40.5930701,-75.5250195,42077,Walz,Campaign,Walz event,2,3,43,1,2,37,80,5,3,11/4/24,10/29/24,Both,Lehigh County,"244,035",April 23
10/25/24,Scranton,Lackawanna,Pennsylvania,PA,41.4044,-75.6649,42069,Walz,Campaign,Walz event,3,3,43,1,1,37,80,4,4,11/4/24,10/9/24,Both,Lackawanna County,"143,638",April 23
10/25/24,Traverse City,Grand Traverse,Michigan,MI,44.748911,-85.646207,26055,Trump,Campaign,Trump rally,1,1,30,2,2,33,63,3,3,11/1/24,10/25/24,Both,Grand Traverse County,"83,150",August 6
10/25/24,Raeford,Hoke,North Carolina,NC,34.9803757,-79.2503676,37093,Vance,Campaign,Vance event,0,0,21,1,1,24,45,1,1,,10/25/24,Vance,Hoke County,"33,841",May 14
10/25/24,Austin,Travis,Texas,TX,30.3076572,-97.9208946,48453,Trump,Campaign,Trump event,0,0,3,1,1,2,5,1,1,,10/25/24,Trump,Travis County,"887,597",May 5
10/24/24,Clarkston,DeKalb,Georgia,GA,33.8105284,-84.2510492,13089,Harris,Campaign,"Harris get-out-the-vote rally with Barack Obama, Bruce Springsteen",1,2,14,0,0,12,26,2,1,10/24/24,,Harris,DeKalb County,"535,240",May 21
10/24/24,Tempe,Maricopa,Arizona,AZ,33.3919156,-111.9693863,04013,Trump,Campaign,Trump rally,1,10,15,1,8,12,27,18,2,9/10/24,10/24/24,Both,Maricopa County,"2,934,306",July 30
10/25/24,Monroe,Union,North Carolina,NC,35.0156127,-80.6441684,37179,Vance,Campaign,Vance town hall,0,0,21,1,1,24,45,1,1,,10/25/24,Vance,Union County,"178,657",May 14
10/26/24,Kalamazoo,Kalamazoo,Michigan,MI,42.2741505,-85.6384337,26077,Harris,Campaign,Harris get-out-the-vote rally with Michelle Obama,1,1,30,0,1,33,63,2,1,10/26/24,,Harris,Kalamazoo County,"212,944",August 6
10/26/24,Window Rock,Apache,Arizona,AZ,35.6668151,-109.0852684,04001,Walz,Campaign,Walz event,1,1,15,0,0,12,27,1,1,10/26/24,,Walz,Apache County,"53,911",July 30
10/26/24,Phoenix,Maricopa,Arizona,AZ,33.5722,-112.0891,04013,Walz,Campaign,Walz event,4,10,15,2,8,12,27,18,6,10/31/24,9/5/24,Both,Maricopa County,"2,934,306",July 30
10/26/24,State College,Centre,Pennsylvania,PA,40.7880126,-77.8732139,42027,Trump,Campaign,Trump event,0,0,43,1,1,37,80,1,1,,10/26/24,Trump,Centre County,"100,967",April 23
10/26/24,Novi,Oakland,Michigan,MI,42.4811325,-83.5357262,26125,Trump,Campaign,Trump event,0,4,30,1,4,33,63,8,1,,10/26/24,Trump,Oakland County,"1,055,158",August 6
10/26/24,Harrisburg,Dauphin,Pennsylvania,PA,40.2745727,-76.8994227,42043,Vance,Campaign,Vance event,3,3,43,3,3,37,80,6,6,10/30/24,10/26/24,Both,Dauphin County,"193,452",April 23
10/27/24,Philadelphia,Philadelphia,Pennsylvania,PA,40.0077,-75.1339,42101,Harris,Campaign,Harris event,8,8,43,3,3,37,80,11,11,11/4/24,9/10/24,Both,Philadelphia County,"1,035,648",April 23
10/27/24,Henderson,Clark,Nevada,NV,36.0376783,-115.0139534,32003,Walz,Campaign,Walz event on reproductive freedom,1,9,13,3,9,12,25,18,4,10/27/24,10/31/24,Both,Clark County,"1,676,870",June 11
10/27/24,New York,New York,New York,NY,40.6943,-73.9249,36061,Trump,Campaign,Rally at Madison Square Garden,1,1,3,5,5,6,9,6,6,10/1/24,10/27/24,Both,New York County,"1,113,601",June 25
10/28/24,Saginaw,Saginaw,Michigan,MI,43.4199,-83.9501,26145,Harris,Campaign,Harris meets workers and touris Corning Incorporated’s Hemlock Semiconductor facility,3,3,30,2,3,33,63,6,5,10/28/24,10/29/24,Both,Saginaw County,"159,329",August 6
10/28/24,Ann Arbor,Washtenaw,Michigan,MI,42.273313,-83.7789746,26161,Harris,Campaign,Harris/Walz rally,1,1,30,0,0,33,63,1,1,10/28/24,,Harris/Walz,Washtenaw County,"324,196",August 6
10/28/24,Manitowoc,Manitowoc,Wisconsin,WI,44.1023865,-87.7687959,55071,Walz,Campaign,Walz event at Wisconsin Aluminum Foundry Co.,1,1,29,0,0,21,50,1,1,10/28/24,,Walz,Manitowoc County,"46,742",August 13
10/28/24,Waukesha,Waukesha,Wisconsin,WI,42.9987326,-88.3217568,55133,Walz,Campaign,Walz event at Copilot Coffee Co.,1,2,29,2,2,21,50,4,3,10/28/24,10/20/24,Both,Waukesha County,"278,069",August 13
10/28/24,Powder Springs,Cobb,Georgia,GA,33.8650872,-84.7039814,13067,Trump,Campaign,Trump attends faith summit,0,1,14,1,1,12,26,2,1,,10/28/24,Trump,Cobb County,"531,588",May 21
10/28/24,Atlanta,Fulton,Georgia,GA,33.7473456,-84.4159076,13121,Trump,Campaign,Trump rally,5,5,14,5,5,12,26,10,10,11/3/24,11/4/24,Both,Fulton County,"868,981",June 18
10/28/24,Wausau,Marathon,Wisconsin,WI,44.9623911,-89.7020596,55073,Vance,Campaign,Vance event,1,1,29,1,2,21,50,3,2,9/13/24,10/28/24,Both,Marathon County,"78,640",August 13
10/28/24,Racine,Racine,Wisconsin,WI,42.7083839,-87.9164651,55101,Vance,Campaign,Vance event,2,2,29,2,2,21,50,4,4,10/22/24,10/28/24,Both,Racine County,"109,137",August 13
10/28/24,Macomb,Macomb,Michigan,MI,42.6730276,-82.9578042,26099,Harris,Campaign,Harris tours an International Union of Painters and Allied Trades training facility,1,2,30,0,2,33,63,4,1,10/28/24,,Harris,Macomb County,"724,203",August 6
10/29/24,Washington,District of Columbia,District of Columbia,DC,38.893859,-77.0971485,11001,Harris,Campaign,Remarks on the Ellipse,4,4,4,4,4,4,8,8,8,10/29/24,9/19/24,Both,,"378,821",June 4
10/29/24,Savannah,Chatham,Georgia,GA,32.0919945,-81.1460978,13051,Walz,Campaign,Walz attends Get-Out-the-Early-Vote rally,2,2,14,1,1,12,26,3,3,10/29/24,9/24/24,Both,Chatham County,"208,387",May 21
10/29/24,Columbus,Muscogee,Georgia,GA,32.4909786,-84.9565242,13215,Walz,Campaign,Walz rally,1,1,14,0,0,12,26,1,1,10/29/24,,Walz,Muscogee County,"129,928",May 21
10/29/24,Allentown,Lehigh,Pennsylvania,PA,40.5930701,-75.5250195,42077,Trump,Campaign,Trump rally,2,3,43,1,2,37,80,5,3,11/4/24,10/29/24,Both,Lehigh County,"244,035",April 23
10/29/24,Drexel Hill,Delaware,Pennsylvania,PA,39.9503061,-75.3274821,42045,Trump,Campaign,Trump roundtable event with Building America's Future,0,1,43,1,2,37,80,3,1,,10/29/24,Trump,Delaware County,"407,742",April 23
10/29/24,Saginaw,Saginaw,Michigan,MI,43.4199,-83.9501,26145,Vance,Campaign,Vance event,3,3,30,2,3,33,63,6,5,10/28/24,10/29/24,Both,Saginaw County,"159,329",August 6
10/29/24,Holland,Ottawa,Michigan,MI,42.765947,-86.1482053,26139,Vance,Campaign,Vance event,0,0,30,1,2,33,63,2,1,,10/29/24,Vance,Ottawa County,"233,443",August 6
10/30/24,Madison,Dane,Wisconsin,WI,43.0827,-89.3923,55025,Harris,Campaign,Harris rally,5,5,29,0,1,21,50,6,5,10/30/24,,Harris,Dane County,"377,076",August 13
10/30/24,Harrisburg,Dauphin,Pennsylvania,PA,40.2745727,-76.8994227,42043,Harris,Campaign,Harris event,3,3,43,3,3,37,80,6,6,10/30/24,10/26/24,Both,Dauphin County,"193,452",April 23
10/30/24,Raleigh,Wake,North Carolina,NC,35.8324,-78.6438,37183,Harris,Campaign,Harris rally,5,5,21,3,3,24,45,8,8,10/30/24,11/4/24,Both,Wake County,"823,509",May 14
10/30/24,Rocky Mount,Nash and Edgecombe,North Carolina,NC,35.9844564,-77.9022986,37127,Trump,Campaign,Trump rally ,0,0,21,1,1,24,45,1,1,,10/30/24,Trump,Nash and Edgecombe Counties,"101,972",May 14
10/30/24,Green Bay,Brown,Wisconsin,WI,44.515,-87.9896,55009,Trump,Campaign,Trump rally,2,2,29,2,3,21,50,5,4,10/17/24,10/30/24,Both,Brown County,"148,476",August 13
10/30/24,Bedford,Bedford,Pennsylvania,PA,40.014441,-78.5117047,42009,Vance,Campaign,Vance town hall,0,0,43,1,1,37,80,1,1,,10/30/24,Vance,Bedford County,"32,501",April 23
10/30/24,Charlotte,Mecklenburg,North Carolina,NC,35.2030383,-80.9482419,37119,Walz,Campaign,Walz event,4,4,21,3,4,24,45,8,7,11/3/24,9/23/24,Both,Mecklenburg County,"790,579",May 14
10/30/24,Greensboro,Guilford,North Carolina,NC,36.1002311,-79.9159503,37081,Walz,Campaign,Walz events,2,2,21,3,4,24,45,6,5,10/30/24,11/2/24,Both,Guilford County,"377,994",May 14
10/30/24,Asheville,Buncombe,North Carolina,NC,35.5949541,-82.5997781,37021,Walz,Campaign,Walz event,2,2,21,1,1,24,45,3,3,10/30/24,8/14/24,Both,Buncombe County,"208,652",May 14
10/31/24,Reno,Washoe,Nevada,NV,39.5497,-119.8483,32031,Harris,Campaign,Harris rally,4,4,13,3,3,12,25,7,7,10/31/24,10/23/24,Both,Washoe County,"378,608",June 11
10/31/24,Phoenix,Maricopa,Arizona,AZ,33.5722,-112.0891,04013,Harris,Campaign,Harris rally at Talking Stick Amphitheatre,4,10,15,2,8,12,27,18,6,10/31/24,9/5/24,Both,Maricopa County,"2,934,306",July 30
10/31/24,Las Vegas,Clark,Nevada,NV,36.2333,-115.2654,32003,Harris,Campaign,Harris rally,8,9,13,6,9,12,25,18,14,11/2/24,11/2/24,Both,Clark County,"1,676,870",June 11
10/31/24,Henderson,Clark,Nevada,NV,36.0376783,-115.0139534,32003,Trump,Campaign,Trump rally,1,9,13,3,9,12,25,18,4,10/27/24,10/31/24,Both,Clark County,"1,676,870",June 11
10/31/24,Albuquerque,Bernalillo,New Mexico,NM,35.082298,-106.8416291,35001,Trump,Campaign,Trump rally,0,0,0,1,1,1,1,1,1,,10/31/24,Trump,Bernalillo County,"428,466",June 4
10/31/24,Bristol Township,Bucks,Pennsylvania,PA,40.1226906,-74.9071587,42017,Walz,Campaign,Walz event at Boilermakers Local 13 Union Hall,1,2,43,0,2,37,80,4,1,10/31/24,,Walz,Bucks County,"474,535",April 23
10/31/24,Erie,Erie,Pennsylvania,PA,42.1153771,-80.1121465,42049,Walz,Campaign,Walz event,3,3,43,2,2,37,80,5,5,10/31/24,9/29/24,Both,Erie County,"174,073",April 23
10/31/24,Chalfont,Montgomery,Pennsylvania,PA,40.2904629,-75.2178848,42091,Walz,Campaign,Walz visits Bharatiya Temple for Diwali celebration,1,1,43,0,1,37,80,2,1,10/31/24,,Walz,Montgomery County,"607,674",April 23
10/31/24,High Point,Guilford,North Carolina,NC,35.9994631,-80.0662409,37081,Vance,Campaign,Vance town hall at High Point University with Turning Point Action,0,2,21,1,4,24,45,6,1,,10/31/24,Vance,Guilford County,"377,994",May 14
11/1/24,Milwaukee,Milwaukee,Wisconsin,WI,43.0642,-87.9673,55079,Trump,Campaign,Trump rally,5,7,29,4,4,21,50,11,9,11/4/24,11/1/24,Both,Milwaukee County,"489,950",August 13
11/1/24,Dearborn,Wayne,Michigan,MI,42.3146565,-83.2546089,26163,Trump,Campaign,Trump event,0,11,30,1,8,33,63,19,1,,11/1/24,Trump,Wayne County,"1,447,552",August 6
11/1/24,Janesville,Rock,Wisconsin,WI,42.6822887,-89.0920945,55105,Harris,Campaign,Harris visit to local union,1,1,29,0,0,21,50,1,1,11/1/24,,Harris,Rock County,"90,009",August 13
11/1/24,West Allis,Milwaukee,Wisconsin,WI,43.0023312,-88.0481001,55079,Harris,Campaign,Harris rally and concert,2,7,29,0,4,21,50,11,2,11/1/24,,Harris,Milwaukee County,"489,950",August 13
11/1/24,Little Chute,Outagamie,Wisconsin,WI,44.2903179,-88.340688,55087,Harris,Campaign,Harris event,1,1,29,0,0,21,50,1,1,11/1/24,,Harris,Outagamie County,"111,351",August 13
11/1/24,Detroit,Wayne,Michigan,MI,42.3266374,-83.0503179,26163,Walz,Campaign,Walz event,9,11,30,6,8,33,63,19,15,11/4/24,10/18/24,Both,Wayne County,"1,447,552",August 6
11/1/24,Flint,Genesee,Michigan,MI,43.0124563,-83.7789869,26049,Walz,Campaign,Walz event,2,2,30,2,2,33,63,4,4,11/1/24,11/4/24,Both,Genesee County,"353,671",August 6
11/1/24,Traverse City,Grand Traverse,Michigan,MI,44.748911,-85.646207,26055,Walz,Campaign,Walz event,1,1,30,2,2,33,63,3,3,11/1/24,10/25/24,Both,Grand Traverse County,"83,150",August 6
11/1/24,Warren,Macomb,Michigan,MI,42.4927979,-83.0682988,26099,Trump,Campaign,Trump event,1,2,30,2,2,33,63,4,3,10/11/24,11/1/24,Both,Macomb County,"724,203",August 6
11/1/24,Portage,Kalamazoo,Michigan,MI,42.201337,-85.6297171,26077,Vance,Campaign,Vance event,0,1,30,1,1,33,63,2,1,,11/1/24,Vance,Kalamazoo County,"212,944",August 6
11/1/24,Selma,Johnston,North Carolina,NC,35.5462052,-78.3144339,37101,Vance,Campaign,Vance event,0,0,21,1,1,24,45,1,1,,11/1/24,Vance,Johnston County,"156,056",May 14
11/2/24,Atlanta,Fulton,Georgia,GA,33.7473456,-84.4159076,13121,Harris,Campaign,Harris rally ,5,5,14,5,5,12,26,10,10,11/3/24,11/4/24,Both,Fulton County,"868,981",June 18
11/2/24,Charlotte,Mecklenburg,North Carolina,NC,35.2030383,-80.9482419,37119,Harris,Campaign,Harris rally,4,4,21,3,4,24,45,8,7,11/3/24,9/23/24,Both,Mecklenburg County,"790,579",May 14
11/2/24,Las Vegas,Clark,Nevada,NV,36.2333,-115.2654,32003,Walz,Campaign,Walz remarks at canvass lunch,8,9,13,6,9,12,25,18,14,11/2/24,11/2/24,Both,Clark County,"1,676,870",June 11
11/2/24,Flagstaff,Coconino,Arizona,AZ,35.18132,-111.6903598,04005,Walz,Campaign,Walz attends get-out-the-vote event,1,1,15,0,0,12,27,1,1,11/2/24,,Walz,Coconino County,"103,118",July 30
11/2/24,Tucson,Pima,Arizona,AZ,32.1558028,-111.0489548,04019,Walz,Campaign,Walz rally,2,2,15,2,2,12,27,4,4,11/2/24,10/22/24,Both,Pima County,"708,092",July 30
11/2/24,Salem,Salem independent city,Virginia,VA,37.2885251,-80.108126,51775,Trump,Campaign,Trump rally,0,0,1,1,1,5,6,1,1,,11/2/24,Trump,Salem independent city,"17,879",June 18
11/2/24,Greensboro,Guilford,North Carolina,NC,36.1002311,-79.9159503,37081,Trump,Campaign,Trump event,2,2,21,3,4,24,45,6,5,10/30/24,11/2/24,Both,Guilford County,"377,994",May 14
11/2/24,Gastonia,Gaston,North Carolina,NC,35.2593154,-81.2845395,37071,Trump,Campaign,Trump event,1,1,21,1,1,24,45,2,2,11/3/24,11/2/24,Both,Gaston County,"156,857",May 14
11/2/24,Scottsdale,Maricopa,Arizona,AZ,33.6743869,-112.0236042,04013,Vance,Campaign,Harris event,1,10,15,1,8,12,27,18,2,10/11/24,11/2/24,Both,Maricopa County,"2,934,306",July 30
11/2/24,Las Vegas,Clark,Nevada,NV,36.2333,-115.2654,32003,Vance,Campaign,Walz event,8,9,13,6,9,12,25,18,14,11/2/24,11/2/24,Both,Clark County,"1,676,870",June 11
11/3/24,Detroit,Wayne,Michigan,MI,42.3266374,-83.0503179,26163,Harris,Campaign,Harris remarks at Greater Emmanuel Institutional Church of God in Christ;  Kuzzo’s Chicken and Waffles in the Livernois district ,9,11,30,6,8,33,63,19,15,11/4/24,10/18/24,Both,Wayne County,"1,447,552",August 6
11/3/24,Pontiac,Oakland,Michigan,MI,42.6518772,-83.3327499,26125,Harris,Campaign,Harris visit to Elam barber shop in Pontiac,1,4,30,0,4,33,63,8,1,11/3/24,,Harris,Oakland County,"1,055,158",August 6
11/3/24,East Lansing,Ingham,Michigan,MI,42.7490016,-84.5174747,26065,Harris,Campaign,Harris event at Michigan State University’s Jamison Field House,2,3,30,0,0,33,63,3,2,11/3/24,,Harris,Ingham County,"213,952",August 6
11/3/24,Gastonia,Gaston,North Carolina,NC,35.2593154,-81.2845395,37071,Walz,Campaign,Walz event at barbecue restaurant RayNathan's,1,1,21,1,1,24,45,2,2,11/3/24,11/2/24,Both,Gaston County,"156,857",May 14
11/3/24,Smyrna,Cobb,Georgia,GA,33.8543468,-84.5570564,13067,Walz,Campaign,Walz rally with musical guests said to include Bon Jovi and Michael Stipe,1,1,14,0,1,12,26,2,1,11/3/24,,Walz,Cobb County,"531,588",May 21
11/3/24,Lititz,Lancaster,Pennsylvania,PA,40.1527339,-76.3242309,42071,Trump,Campaign,Trump rally,0,1,43,1,2,37,80,3,1,,11/3/24,Trump,Lancaster County,"348,110",April 23
11/3/24,Kinston,Lenoir,North Carolina,NC,35.2742757,-77.6216069,37107,Trump,Campaign,Trump rally,0,0,21,1,1,24,45,1,1,,11/3/24,Trump,Lenoir County,"38,094",May 14
11/3/24,Macon,Bibb,Georgia,GA,32.8326909,-83.7267418,13021,Trump,Campaign,Trump rally,1,1,14,1,1,12,26,2,2,9/17/24,11/3/24,Both,Bibb County,"109,546",May 21
11/3/24,Raleigh,Wake,North Carolina,NC,35.8324,-78.6438,37183,Vance,Campaign,Vance rally with Donald Trump Jr. ,5,5,21,3,3,24,45,8,8,10/30/24,11/4/24,Both,Wake County,"823,509",May 14
11/3/24,Aston,Delaware,Pennsylvania,PA,39.8623275,-75.4324382,42045,Vance,Campaign,Vance rally with Donald Trump Jr. ,1,1,43,1,2,37,80,3,2,10/23/24,11/3/24,Both,Delaware County,"407,742",April 23
11/3/24,Derry,Rockingham,New Hampshire,NH,42.8915409,-71.3186088,33015,Vance,Campaign,Vance rally,0,1,2,1,1,1,3,2,1,,11/4/24,Vance,Rockingham County,"15,611",January 23
11/4/24,Scranton,Lackawanna,Pennsylvania,PA,41.4044,-75.6649,42069,Harris,Campaign,Harris rally,3,3,43,1,1,37,80,4,4,11/4/24,10/9/24,Both,Lackawanna County,"143,638",April 23
11/4/24,Allentown,Lehigh,Pennsylvania,PA,40.5930701,-75.5250195,42077,Harris,Campaign,Harris rally,2,3,43,1,2,37,80,5,3,11/4/24,10/29/24,Both,Lehigh County,"244,035",April 23
11/4/24,Reading,Berks,Pennsylvania,PA,40.3337602,-75.9665859,42011,Harris,Campaign,Harris event,2,2,43,2,3,37,80,5,4,11/4/24,11/4/24,Both,Berks County,"262,594",April 23
11/4/24,Pittsburgh,Allegheny,Pennsylvania,PA,40.4396,-79.9763,42003,Harris,Campaign,Harris rally,8,8,43,2,3,37,80,11,10,11/4/24,11/4/24,Both,Allegheny County,"904,410",April 23
11/4/24,Philadelphia,Philadelphia,Pennsylvania,PA,40.0077,-75.1339,42101,Harris,Campaign,Harris rally,8,8,43,3,3,37,80,11,11,11/4/24,9/10/24,Both,Philadelphia County,"1,035,648",April 23
11/4/24,La Crosse,La Crosse,Wisconsin,WI,43.8223729,-91.2993139,55063,Walz,Campaign,Walz attends get-out-the-vote event,2,2,29,2,2,21,50,4,4,11/4/24,11/4/24,Both,La Crosse County,"68,571",August 13
11/4/24,Stevens Point,Portage,Wisconsin,WI,44.5307997,-89.5922689,55097,Walz,Campaign,Walz attends get-out-the-vote event,1,1,29,0,0,21,50,1,1,11/4/24,,Walz,Portage County,"43,710",August 13
11/4/24,Milwaukee,Milwaukee,Wisconsin,WI,43.0642,-87.9673,55079,Walz,Campaign,Walz attends get-out-the-vote rally,5,7,29,4,4,21,50,11,9,11/4/24,11/1/24,Both,Milwaukee County,"489,950",August 13
11/4/24,Detroit,Wayne,Michigan,MI,42.3266374,-83.0503179,26163,Walz,Campaign,Walz rally,9,11,30,6,8,33,63,19,15,11/4/24,10/18/24,Both,Wayne County,"1,447,552",August 6
11/4/24,Raleigh,Wake,North Carolina,NC,35.8324,-78.6438,37183,Trump,Campaign,Trump rally,5,5,21,3,3,24,45,8,8,10/30/24,11/4/24,Both,Wake County,"823,509",May 14
11/4/24,Reading,Berks,Pennsylvania,PA,40.3337602,-75.9665859,42011,Trump,Campaign,Trump rally ,2,2,43,2,3,37,80,5,4,11/4/24,11/4/24,Both,Berks County,"262,594",April 23
11/4/24,Pittsburgh,Allegheny,Pennsylvania,PA,40.4396,-79.9763,42003,Trump,Campaign,Trump rally,8,8,43,2,3,37,80,11,10,11/4/24,11/4/24,Both,Allegheny County,"904,410",April 23
11/4/24,Grand Rapids,Kent,Michigan,MI,42.9615,-85.6557,26081,Trump,Campaign,Trump rally,2,2,30,3,6,33,63,8,5,10/18/24,11/4/24,Both ,Kent County,"518,797",August 6
11/4/24,La Crosse,La Crosse,Wisconsin,WI,43.8223729,-91.2993139,55063,Vance,Campaign,Vance rally,2,2,29,2,2,21,50,4,4,11/4/24,11/4/24,Both,La Crosse County,"68,571",August 13
11/4/24,Flint,Genesee,Michigan,MI,43.0124563,-83.7789869,26049,Vance,Campaign,Vance rally,2,2,30,2,2,33,63,4,4,11/1/24,11/4/24,Both,Genesee County,"353,671",August 6
11/4/24,Atlanta,Fulton,Georgia,GA,33.7473456,-84.4159076,13121,Vance,Campaign,Vance rally,5,5,14,5,5,12,26,10,10,11/3/24,11/4/24,Both,Fulton County,"868,981",June 18
11/4/24,Newtown,Bucks,Pennsylvania,PA,40.2294174,-74.9421847,42017,Vance,Campaign,Vance rally,0,2,43,2,2,37,80,4,2,,11/4/24,Vance,Bucks County,"474,535",April 23
